0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,35.437041037081435,35.0513054545599,43.911219288473376,53.528936695818196,20.71656939893164,33.818289038405844,61.792474953568394,22.68597991281834,46.34605589419178,38.06272936151875,26.547896979258955,20.49573843876631,26.648364703541624,21.97191977401416,29.206117960821494,46.09509767037315,10.160024314283598,18.875214359104046,11.232949898457322,28.652685115137405
35.437041037081435,0.0,18.11785565512157,9.63807599910747,25.090960636896998,37.86637794033378,39.48726602149391,69.21422854831741,55.99090384638521,74.76545348461133,27.34987945460897,10.749534965557006,47.03436692018836,8.959180456291103,33.136994991658696,19.356750699672308,43.69603842230038,31.587399558266366,18.531134087411406,44.5127329522409,30.76087556506512
35.0513054545599,18.11785565512157,0.0,26.09263899638916,19.16989125566168,27.046044785254235,52.47655519734269,83.37044470929987,49.968758652766645,80.36006278338333,43.705459180765644,12.96904801474388,38.025084589608426,16.35349969342063,21.544455877651597,33.88550207416883,25.637827997036066,36.43803555020316,16.948379236727423,46.11688487788213,15.819535340430726
43.911219288473376,9.63807599910747,26.09263899638916,0.0,26.645366534643966,47.503953611558586,41.40749026145768,69.05332702170591,65.15129356051278,80.08573709221582,26.487097665633563,20.38066392412787,56.59307435735436,18.24748220343454,42.74409143747427,22.005077448675184,51.5972588779019,38.69280117553589,28.003445367291565,52.12165691551353,40.008428290604265
53.528936695818196,25.090960636896998,19.16989125566168,26.645366534643966,0.0,45.72461679564612,64.55388101463808,94.18932801174687,69.09806745490039,97.47264606459075,51.87908951490313,28.05683646982244,56.86383249510968,29.848148635420443,40.23775318276481,44.44577244199675,34.949316100711734,53.239091959836216,34.744606428162896,64.29924586922392,33.436203561589444
20.71656939893164,37.86637794033378,27.046044785254235,47.503953611558586,45.72461679564612,0.0,52.74279275260971,82.07554074571193,24.298655433709566,64.86744460419388,52.46036987093725,27.14727300659185,11.194244291835316,29.82003087005826,5.507524098537811,41.950676212157205,26.95778769916061,29.24171114178091,20.350843369692214,30.28309187890357,12.863263554528158
33.818289038405844,39.48726602149391,52.47655519734269,41.40749026145768,64.55388101463808,52.74279275260971,0.0,31.00226494648346,53.61795605763249,42.799950186839396,16.67277219710386,39.50981414774282,54.31146537009986,36.31124209153232,51.77648217999311,20.15719055725832,73.37106663259122,23.860351014621934,38.14264751664332,31.656105659362485,55.62531801937362
61.792474953568394,69.21422854831741,83.37044470929987,69.05332702170591,94.18932801174687,82.07554074571193,31.00226494648346,0.0,77.24471357884326,44.125632084301856,42.59722296678147,70.4053859350371,81.53497797861188,67.09376566538003,81.84548038782137,50.08732342539736,104.17623269129201,52.88527145247918,69.0644536130011,55.681754723323046,86.29648492435523
22.68597991281834,55.99090384638521,49.968758652766645,65.15129356051278,69.09806745490039,24.298655433709566,53.61795605763249,77.24471357884326,0.0,48.01015142777715,60.4588631500546,45.79206311433284,13.646334471818523,47.04343156732233,29.40722757878818,51.889457211015596,49.50807920775372,32.01659241057644,37.63624581017974,22.193891913920012,37.13024874134665
46.34605589419178,74.76545348461133,80.36006278338333,80.08573709221582,97.47264606459075,64.86744460419388,42.799950186839396,44.125632084301856,48.01015142777715,0.0,59.04963584042382,69.41815494494614,58.471212822145134,67.85080245665034,67.62949844892914,58.36972908999934,91.65458105584564,44.24458924279206,63.42537884959234,35.227254905564315,74.83070137928941
38.06272936151875,27.34987945460897,43.705459180765644,26.487097665633563,51.87908951490313,52.46036987093725,16.67277219710386,42.59722296678147,60.4588631500546,59.04963584042382,0.0,31.450391165910336,57.31447166111428,27.730688373013706,49.82185204615199,10.725898848494877,67.70855253302025,28.45971834793466,33.62426931711519,40.67514573770052,51.34689897495948
